"Country or Area","Year(s)","Value","Value Footnotes"
"Cameroon","2003","16427",""
"Cameroon","2002","11057",""
"Cameroon","2001","11307",""
"Cameroon","2000","5251",""
"Canada","2012","1653",""
"Canada","2011","1430",""
"Canada","2010","1361",""
"Canada","2009","1563",""
"Canada","2008","1561",""
"Canada","2007","1518",""
"Canada","2006","1535",""
"Canada","2005","1552",""
"Canada","2004","1544",""
"Canada","2003","1628",""
"Canada","2002","1664",""
"Canada","2001","1770",""
"Canada","2000","1723",""
"Central African Republic","2012","8084",""
"Central African Republic","2011","5611",""
"Central African Republic","2010","6643",""
"Central African Republic","2009","8743",""
"Central African Republic","2008","6803",""
"Central African Republic","2006","6045",""
"Central African Republic","2005","3210",""
"Central African Republic","2004","3908",""
"Central African Republic","2003","3932",""
"Central African Republic","2002","4837",""
"Central African Republic","2001","2550",""
"Chad","2012","10585",""
"Chad","2011","10505",""
"Chad","2010","9452",""
"Chad","2009","8411",""
"Chad","2008","6912",""
"Chad","2007","5879",""
"Chad","2005","6311",""
"Chad","2004","4946",""
"Chad","2003","4679",""
"Chad","2002","5077",""
"Chile","2012","2394",""
"Chile","2011","2450",""
"Chile","2010","2376",""
"Chile","2009","2398",""
"Chile","2008","2427",""
"Chile","2007","2418",""
"Chile","2006","2532",""
"Chile","2005","2505",""
"Chile","2004","2664",""
"Chile","2003","2239",""
"Chile","2002","2448",""
"Chile","2001","3006",""
"Chile","2000","3021",""
"China","2012","890645",""
"China","2011","899669",""
"China","2010","908399",""
"China","2009","965257",""
"China","2008","975821",""
"China","2007","979502",""
"China","2006","945175",""
"China","2005","899729",""
"China","2004","798433",""
"China","2003","615868",""
"China","2002","462609",""
"China","2001","470221",""
"China","2000","454372",""
"Colombia","2012","11424",""
"Colombia","2011","11884",""
"Colombia","2010","11420",""
"Colombia","2009","11324",""
"Colombia","2008","11344",""
"Colombia","2007","10950",""
"Colombia","2006","11128",""
"Colombia","2005","10360",""
"Colombia","2004","11242",""
"Colombia","2003","11640",""
"Colombia","2002","11376",""
"Colombia","2001","11480",""
"Colombia","2000","11630",""
"Comoros","2012","120",""
"Comoros","2011","117",""
"Comoros","2009","128",""
"Comoros","2008","134",""
"Comoros","2006","112",""
"Comoros","2005","111",""
"Comoros","2004","89",""
"Comoros","2003","73",""
"Comoros","2002","111",""
"Comoros","2001","138",""
"Comoros","2000","120",""
"Congo","2012","11303",""
"Congo","2011","10975",""
"Congo","2010","10150",""
"Congo","2009","9765",""
"Congo","2008","8886",""
"Congo","2007","9002",""
"Congo","2006","8478",""
"Congo","2005","9853",""
"Congo","2004","9729",""
"Congo","2003","7782",""
"Congo","2002","9888",""
"Congo","2001","9735",""
"Congo","2000","9239",""
"Cook Islands","2012","1",""
"Cook Islands","2011","1",""
"Cook Islands","2010","0",""
"Cook Islands","2009","2",""
"Cook Islands","2008","2",""
"Cook Islands","2006","1",""
"Cook Islands","2005","1",""
"Cook Islands","2004","1",""
"Cook Islands","2003","0",""
"Cook Islands","2002","1",""
"Cook Islands","2001","2",""
"Cook Islands","2000","1",""
"Costa Rica","2012","475",""
"Costa Rica","2011","514",""
"Costa Rica","2010","492",""
"Costa Rica","2009","443",""
"Costa Rica","2008","501",""
"Costa Rica","2007","550",""
"Costa Rica","2006","488",""
"Costa Rica","2005","534",""
"Costa Rica","2004","712",""
"Costa Rica","2003","547",""
"Costa Rica","2002","543",""
"Costa Rica","2001","630",""
"Costa Rica","2000","585",""
"Côte d’Ivoire","2012","23762",""
"Côte d’Ivoire","2011","22476",""
"Côte d’Ivoire","2010","22708",""
"Côte d’Ivoire","2009","22571",""
"Côte d’Ivoire","2008","23688",""
"Côte d’Ivoire","2007","23033",""
"Côte d’Ivoire","2006","20796",""
"Côte d’Ivoire","2005","19681",""
"Côte d’Ivoire","2004","20133",""
"Côte d’Ivoire","2003","17604",""
"Côte d’Ivoire","2002","16156",""
"Côte d’Ivoire","2001","16586",""
"Côte d’Ivoire","2000","15094",""
"Croatia","2011","619",""
"Croatia","2010","688",""
"Croatia","2009","832",""
"Croatia","2008","980",""
"Croatia","2007","951",""
"Croatia","2006","1029",""
"Croatia","2005","1050",""
"Croatia","2004","1170",""
"Croatia","2003","1391",""
"Croatia","2002","1443",""
"Croatia","2001","1376",""
"Croatia","2000","1630",""
"Cuba","2012","734",""
"Cuba","2011","805",""
"Cuba","2010","827",""
"Cuba","2009","712",""
"Cuba","2008","817",""
"Cuba","2007","762",""
"Cuba","2006","765",""
"Cuba","2005","772",""
"Cuba","2004","784",""
"Cuba","2003","840",""
"Cuba","2002","898",""
"Cuba","2001","926",""
"Cuba","2000","1183",""
"Cyprus","2012","63",""
"Cyprus","2011","51",""
"Cyprus","2010","61",""
"Cyprus","2009","54",""
"Cyprus","2008","48",""
"Cyprus","2007","41",""
"Cyprus","2006","36",""
"Cyprus","2005","34",""
"Cyprus","2004","30",""
"Cyprus","2003","35",""
"Cyprus","2002","20",""
"Cyprus","2001","40",""
"Cyprus","2000","33",""
"Czech Republic","2012","565",""
"Czech Republic","2011","569",""
"Czech Republic","2010","627",""
"Czech Republic","2009","702",""
"Czech Republic","2008","807",""
"Czech Republic","2007","790",""
"Czech Republic","2006","941",""
"Czech Republic","2005","973",""
"Czech Republic","2004","1027",""
"Czech Republic","2003","1128",""
"Czech Republic","2002","1156",""
"Czech Republic","2001","1291",""
"Czech Republic","2000","1414",""
"Democratic People's Republic of Korea","2012","91885",""
"Democratic People's Republic of Korea","2011","91433",""
"Democratic People's Republic of Korea","2010","84648",""
"Democratic People's Republic of Korea","2009","76336",""
"Democratic People's Republic of Korea","2008","72541",""
"Democratic People's Republic of Korea","2007","58802",""
"Democratic People's Republic of Korea","2006","44558",""
"Democratic People's Republic of Korea","2005","42722",""
"Democratic People's Republic of Korea","2004","44602",""
"Democratic People's Republic of Korea","2003","49342",""
"Democratic People's Republic of Korea","2002","40159",""
"Democratic People's Republic of Korea","2001","29284",""
"Democratic People's Republic of Korea","2000","34131",""
"Democratic Republic of the Congo","2012","108984",""
"Democratic Republic of the Congo","2011","110132",""
"Democratic Republic of the Congo","2010","114170",""
"Democratic Republic of the Congo","2009","111709",""
"Democratic Republic of the Congo","2008","104861",""
"Democratic Republic of the Congo","2007","99810",""
"Democratic Republic of the Congo","2006","95666",""
"Democratic Republic of the Congo","2005","97075",""
"Democratic Republic of the Congo","2004","93679",""
"Democratic Republic of the Congo","2003","80011",""
"Democratic Republic of the Congo","2002","70424",""
"Democratic Republic of the Congo","2001","66748",""
"Democratic Republic of the Congo","2000","61024",""
"Denmark","2011","359",""
"Denmark","2010","313",""
"Denmark","2009","335",""
"Denmark","2008","330",""
"Denmark","2007","355",""
"Denmark","2006","342",""
"Denmark","2005","395",""
"Denmark","2004","356",""
"Denmark","2003","391",""
"Denmark","2002","403",""
"Denmark","2001","494",""
"Denmark","2000","587",""
"Djibouti","2012","3474",""
"Djibouti","2011","3686",""
"Djibouti","2010","4172",""
"Djibouti","2009","3783",""
"Djibouti","2008","3682",""
"Djibouti","2007","3195",""
"Djibouti","2006","3011",""
"Djibouti","2005","3109",""
"Djibouti","2004","2940",""
"Djibouti","2003","3231",""
"Djibouti","2002","3191",""
"Djibouti","2001","4198",""
"Djibouti","2000","3971",""
"Dominica","2012","7",""
"Dominica","2011","2",""
"Dominica","2010","8",""
"Dominica","2009","4",""
"Dominica","2008","13",""
"Dominica","2007","3",""
"Dominica","2006","19",""
"Dominica","2002","2",""
"Dominican Republic","2012","4262",""
"Dominican Republic","2011","4309",""
"Dominican Republic","2010","3964",""
"Dominican Republic","2009","4256",""
"Dominican Republic","2008","4280",""
"Dominican Republic","2007","4150",""
"Dominican Republic","2006","4561",""
"Dominican Republic","2005","5003",""
"Dominican Republic","2004","4549",""
"Dominican Republic","2003","4790",""
"Dominican Republic","2002","4040",""
"Dominican Republic","2001","4766",""
"Dominican Republic","2000","5291",""
"Ecuador","2012","5456",""
"Ecuador","2011","5106",""
"Ecuador","2010","4832",""
"Ecuador","2009","4703",""
"Ecuador","2008","4845",""
"Ecuador","2007","4877",""
"Ecuador","2006","4594",""
"Ecuador","2005","4416",""
"Ecuador","2004","6320",""
"Ecuador","2003","6811",""
"Ecuador","2002","5829",""
"Ecuador","2001","6015",""
"Ecuador","2000","6908",""
"Egypt","2012","8453",""
"Egypt","2011","8974",""
"Egypt","2010","9260",""
"Egypt","2009","9685",""
"Egypt","2008","9452",""
"Egypt","2007","9841",""
"Egypt","2006","10046",""
"Egypt","2005","11446",""
"Egypt","2004","11620",""
"Egypt","2003","11490",""
"Egypt","2002","11177",""
"Egypt","2001","10549",""
"Egypt","2000","10762",""
"El Salvador","2012","2053",""
"El Salvador","2011","1896",""
"El Salvador","2010","1700",""
"El Salvador","2009","1686",""
"El Salvador","2008","1718",""
"El Salvador","2007","1666",""
"El Salvador","2006","1644",""
"El Salvador","2005","1794",""
"El Salvador","2004","1406",""
"El Salvador","2003","1383",""
"El Salvador","2002","1550",""
"El Salvador","2001","1458",""
"El Salvador","2000","1485",""
"Equatorial Guinea","2011","883",""
"Equatorial Guinea","2010","820",""
"Equatorial Guinea","2009","707",""
"Equatorial Guinea","2008","718",""
"Equatorial Guinea","2004","536",""
"Eritrea","2012","3143",""
"Eritrea","2011","3049",""
"Eritrea","2010","2870",""
"Eritrea","2009","2904",""
"Eritrea","2008","2970",""
"Eritrea","2007","3641",""
"Eritrea","2006","3026",""
"Eritrea","2005","3585",""
"Eritrea","2004","4239",""
"Eritrea","2003","4711",""
"Eritrea","2002","2805",""
"Eritrea","2001","2743",""
"Eritrea","2000","6652",""
"Estonia","2012","259",""
"Estonia","2011","296",""
"Estonia","2010","283",""
"Estonia","2009","361",""
"Estonia","2008","401",""
"Estonia","2007","456",""
"Estonia","2006","422",""
"Estonia","2005","479",""
"Estonia","2004","537",""
"Estonia","2003","583",""
"Estonia","2002","620",""
"Estonia","2001","708",""
"Estonia","2000","791",""
"Ethiopia","2012","145323",""
"Ethiopia","2011","156539",""
"Ethiopia","2010","154694",""
"Ethiopia","2009","148936",""
"Ethiopia","2008","141157",""
"Ethiopia","2007","128844",""
"Ethiopia","2006","122198",""
"Ethiopia","2005","124262",""
"Ethiopia","2004","123127",""
"Ethiopia","2003","117600",""
"Ethiopia","2002","110289",""
"Ethiopia","2001","94957",""
"Ethiopia","2000","91101",""
"Fiji","2012","210",""
"Fiji","2011","215",""
"Fiji","2010","189",""
"Fiji","2009","144",""
"Fiji","2008","106",""
"Fiji","2007","94",""
"Fiji","2006","114",""
"Fiji","2005","132",""
"Fiji","2004","134",""
"Fiji","2003","185",""
"Fiji","2002","148",""
"Fiji","2001","183",""
"Fiji","2000","144",""
"Finland","2012","261",""
"Finland","2011","312",""
"Finland","2010","312",""
"Finland","2009","533",""
"Finland","2008","331",""
"Finland","2007","300",""
"Finland","2006","280",""
"Finland","2005","339",""
"Finland","2004","319",""
"Finland","2003","395",""
"Finland","2002","449",""
"Finland","2001","460",""
"Finland","2000","527",""
"France","2011","4681",""
"France","2010","4801",""
"France","2009","2890",""
"France","2008","5433",""
"France","2007","5451",""
"France","2006","4987",""
"France","2005","5003",""
"France","2004","5127",""
"France","2003","6028",""
"France","2002","5709",""
"France","2001","5814",""
"France","2000","6122",""
"Gabon","2012","4929",""
"Gabon","2011","4404",""
"Gabon","2010","3790",""
"Gabon","2009","3073",""
"Gabon","2008","4540",""
"Gabon","2007","3766",""
"Gabon","2006","3051",""
"Gabon","2005","2512",""
"Gabon","2004","2588",""
"Gabon","2003","2208",""
"Gabon","2002","2086",""
"Gabon","2001","2504",""
"Gambia","2012","2333",""
"Gambia","2011","2302",""
"Gambia","2010","1989",""
"Gambia","2009","2126",""
"Gambia","2008","2127",""
"Gambia","2007","1897",""
"Gambia","2006","1795",""
"Gambia","2005","2031",""
"Gambia","2004","2142",""
"Gambia","2003","1945",""
"Gambia","2002","1859",""
"Gambia","2001","1705",""
"Gambia","2000","1553",""
"Georgia","2012","3940",""
"Georgia","2011","4547",""
"Georgia","2010","4678",""
"Georgia","2009","5687",""
"Georgia","2008","4423",""
"Georgia","2007","4312",""
"Georgia","2006","4555",""
"Georgia","2005","4503",""
"Georgia","2004","4011",""
"Georgia","2003","5384",""
"Georgia","2002","4490",""
"Georgia","2001","4006",""
"Georgia","2000","4397",""
"Germany","2012","4043",""
"Germany","2011","4089",""
"Germany","2010","4059",""
"Germany","2009","4294",""
"Germany","2008","4136",""
"Germany","2007","4657",""
"Germany","2006","5143",""
"Germany","2005","5700",""
"Germany","2004","6193",""
"Germany","2003","7025",""
"Germany","2002","6931",""
"Germany","2001","6959",""
"Germany","2000","9064",""
"Ghana","2012","14753",""
"Ghana","2011","15389",""
"Ghana","2010","14607",""
"Ghana","2009","14892",""
"Ghana","2008","14149",""
"Ghana","2007","12743",""
"Ghana","2006","12471",""
"Ghana","2005","12124",""
"Ghana","2004","11827",""
"Ghana","2003","11891",""
"Ghana","2002","11723",""
"Ghana","2001","11923",""
"Ghana","2000","10933",""
"Greece","2011","454",""
"Greece","2010","445",""
"Greece","2009","586",""
"Greece","2008","586",""
"Greece","2007","615",""
"Greece","2006","618",""
"Greece","2005","693",""
"Greece","2004","734",""
"Greece","2003","594",""
"Greece","2002","570",""
"Greece","2001","503",""
"Greece","2000","703",""
"Grenada","2012","1",""
"Grenada","2011","2",""
"Grenada","2010","4",""
"Grenada","2009","5",""
"Grenada","2008","5",""
"Grenada","2007","3",""
"Grenada","2006","1",""
"Grenada","2004","2",""
"Grenada","2003","2",""
"Grenada","2002","1",""
"Grenada","2000","0",""
"Guatemala","2012","3442",""
"Guatemala","2011","3040",""
"Guatemala","2010","3322",""
"Guatemala","2009","2902",""
"Guatemala","2008","3246",""
"Guatemala","2007","3140",""
"Guatemala","2006","3626",""
"Guatemala","2005","3803",""
"Guatemala","2004","3313",""
"Guatemala","2003","2642",""
"Guatemala","2002","2909",""
"Guatemala","2001","2419",""
"Guatemala","2000","2913",""
"Guinea","2012","11407",""
"Guinea","2011","11359",""
"Guinea","2010","11038",""
"Guinea","2009","8373",""
"Guinea","2008","10025",""
"Guinea","2007","9411",""
"Guinea","2006","8787",""
"Guinea","2005","6863",""
"Guinea","2004","7423",""
"Guinea","2003","6783",""
"Guinea","2002","6199",""
"Guinea","2001","5874",""
"Guinea","2000","5440",""
"Guinea-Bissau","2012","1939",""
"Guinea-Bissau","2011","2063",""
"Guinea-Bissau","2010","2183",""
"Guinea-Bissau","2009","2171",""
"Guinea-Bissau","2008","2117",""
"Guinea-Bissau","2006","2137",""
"Guinea-Bissau","2005","1774",""
"Guinea-Bissau","2004","1835",""
"Guinea-Bissau","2003","1647",""
"Guinea-Bissau","2002","1566",""
"Guinea-Bissau","2000","1273",""
"Guyana","2012","748",""
"Guyana","2011","710",""
"Guyana","2010","712",""
"Guyana","2009","763",""
"Guyana","2008","653",""
"Guyana","2007","594",""
"Guyana","2006","710",""
"Guyana","2005","639",""
"Guyana","2004","603",""
"Guyana","2003","631",""
"Guyana","2002","590",""
"Guyana","2001","422",""
"Guyana","2000","422",""
"Haiti","2012","16568",""
"Haiti","2011","14315",""
"Haiti","2010","14222",""
"Haiti","2008","14602",""
"Haiti","2007","14133",""
"Haiti","2006","13959",""
"Haiti","2005","14311",""
"Haiti","2004","14533",""
"Haiti","2003","14004",""
"Haiti","2002","12066",""
"Haiti","2001","10224",""
"Haiti","2000","10420",""
"Honduras","2012","3014",""
"Honduras","2011","3233",""
"Honduras","2010","2876",""
"Honduras","2009","2924",""
"Honduras","2008","2829",""
"Honduras","2007","2772",""
"Honduras","2006","3197",""
"Honduras","2005","3333",""
"Honduras","2004","3594",""
"Honduras","2003","4051",""
"Honduras","2002","4485",""
"Honduras","2001","5048",""
"Honduras","2000","6406",""
"Hungary","2012","1159",""
"Hungary","2011","1279",""
"Hungary","2010","1543",""
"Hungary","2009","1322",""
"Hungary","2008","1428",""
"Hungary","2007","1540",""
"Hungary","2006","1687",""
"Hungary","2005","1808",""
